track_id,track_name,artist_name,album_name,popularity,genero_etiqueta,origen_plataforma,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,num_secciones,num_compases,num_tiempos_beats,densidad_tatum,youtube_vistas,youtube_likes,youtube_engagement_rate
37nXsqE1XW0cxOQvIMsmFc,Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,Contraste,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,12,146,587,2.79,300343529,7456911,2.48
6Fxn2ZdlXbKesbhxHbHa9p,Conciencia,Gilberto Santa Rosa,Perspectiva,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,8,149,596,2.71,535261,17966,3.36
4WtO0pdIHTuVwQAVFmfIHQ,Te Amo,Franco De Vita,Franco De Vita En Primera Fila,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,8,152,609,2.97,85428328,2597791,3.04
1BwrMGGhPA6GarWIYaFrW8,La Vida Es Un Carnaval,Celia Cruz,Para La Eternidad,0,Salsa,Spotify,0.727,0.881,6,-5.409,1,0.034,0.11,0.00354,0.158,0.897,192.3,231415,8,185,741,2.82,300383037,8617172,2.87
3QeEd0ldRZKcHixmS9TJQp,La Negra Tiene Tumbao,Celia Cruz,Soy Mujer,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,8,194,779,2.65,300436287,5682305,1.89
7rWOuBzhjHdiR7RPz9YH7L,La Vida Es Un Carnaval,Celia Cruz,Mi Vida Es Cantar,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,8,146,587,2.6,300383037,8617172,2.87
1CkuZ3qvhxfMv7y0Nt0sV5,Quimbara,Celia Cruz,The 'Brillante' Best,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,12,149,596,2.66,300355747,13171935,4.39
3Rjc14RoRucHhEWvv3W3xW,La Vida Es Un Carnaval,Celia Cruz,Mi Vida Es Cantar,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,8,152,609,2.69,300383037,8617172,2.87
0FsXZAMf6NACvNJ2LI6ySp,Deseándote,Frankie Ruiz,Frankie Ruiz La Leyenda,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,10,146,587,2.51,8422443,376568,4.47
6cHHrFD3fmBG9MR3k8kvep,Tu Con El,Frankie Ruiz,Nacimiento Y Recuerdos,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,12,149,596,2.45,753694,23567,3.13
0NmiKXgu8oRjfL5B85RDrL,Desnúdate Mujer,Frankie Ruiz,Frankie Ruiz La Leyenda,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,8,152,609,2.62,300253591,8375467,2.79
60T9E5dxb4076R7fv3Njjo,Ella Se Hizo Deseo,Tito Rojas,Sensual,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,12,194,779,2.43,8105973,125489,1.55
3dIsE9NgUFNTqt2BfGZz3o,Nadie es Eterno,Tito Rojas,Exitos y Mas,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,11,146,587,2.64,85139032,1860052,2.18
217OiircokozWB5frngZOs,Usted,Tito Rojas,Por Derecho Propio,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,10,149,596,2.83,299992472,11342866,3.78
6ri6LZWnKiqsZmR4BClrGL,Homenaje a Tito Rojas,Lo Socios Del Patio,Homenaje a Tito Rojas,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,9,152,609,2.42,300073837,6122422,2.04
6QJ1F9DrlsRSmKDcdVS0Oy,Lloraras,Oscar D'León,Traicionera (Baile Total),0,Salsa,Spotify,0.727,0.881,6,-5.409,1,0.034,0.11,0.00354,0.158,0.897,192.3,231415,11,185,741,2.98,8067088,336796,4.17
4YOz0Fl5q0cXanSCUtsW13,Detalles,Oscar D'León,Llego La Salsa,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,9,194,779,2.94,85296343,2805549,3.29
4HD9PodcnOBUm5eGr3iHCI,Yo Quisiera,Oscar D'León,"Colección De Oro, Vol. 2",0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,8,146,587,2.53,8400577,335112,3.99
10Sj6LNHR3bD3CSgDXxyqc,Detalles,Oscar D'León,El Verdadero León,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,10,149,596,2.9,85296343,2805549,3.29
4ubwzNjqHGaZZ5k06PDx1H,Sin Sentimientos,Grupo Niche,The Best,0,Salsa,Spotify,0.727,0.881,6,-5.409,1,0.034,0.11,0.00354,0.158,0.897,192.3,231415,12,185,741,2.89,85019506,2801582,3.3
2uJyG7lhmZ8bFrbVVlc6AH,Busca Por Dentro,Grupo Niche,The Best,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,12,194,779,2.84,85147840,2279335,2.68
26ucR33snMkRD6JExhoD6I,Una Aventura,Grupo Niche,The Best,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,10,149,596,2.53,85428447,1602809,1.88
6GsxCYC9UaL0J8b8MVrRqX,Cali Pachanguero,Grupo Niche,No Hay Quinto Malo,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,8,152,609,2.66,8064486,274558,3.4
0k1hbeZodoEw34FAdbh8xM,Brujeria,El Gran Combo De Puerto Rico,Aqui No Se Sienta Nadie!,0,Salsa,Spotify,0.727,0.881,6,-5.409,1,0.034,0.11,0.00354,0.158,0.897,192.3,231415,9,185,741,2.84,300455905,11993362,3.99
1q2J8KWeewoqOrZI4a65P9,Un verano en Nueva York,El Gran Combo De Puerto Rico,Numero 7,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,10,194,779,2.76,300295674,8881858,2.96
1IcnHHfeAkdc88LybFWwb9,Me Liberé,El Gran Combo De Puerto Rico,Nuevo Milenio - El Mismo Sabor,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,9,146,587,2.6,85028422,2720877,3.2
64b8mEwrqk0emTMgMvw48x,Brujería - Reggaeton Mix,El Gran Combo De Puerto Rico,Salsa Classics Revisited,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,11,149,596,2.73,8249634,296286,3.59
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52/66",Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52/66",0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,10,152,609,2.73,85468146,2948109,3.45
303cDwi274kSEH0NSR73AX,Amor y Control,Rubén Blades,Amor Y Control,0,Salsa,Spotify,0.727,0.881,6,-5.409,1,0.034,0.11,0.00354,0.158,0.897,192.3,231415,10,185,741,2.58,300103868,8394433,2.8
7aKs8kWKKau0SDgaeyZMAX,Pedro Navaja,Willie Colón,Siembra,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,12,194,779,2.62,665312,18196,2.73
5CWMwBYQNRmHjyymkWQYYr,Decisiones,Rubén Blades,Buscando América,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,9,146,587,2.49,8491262,345989,4.07
3ZIE8flTJ6WWn8wF0YzaaQ,Plástico,Willie Colón,Siembra,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,11,149,596,2.65,791162,31240,3.95
6KC92RYZhJJfUlfhafEEnb,Privilegio - Remastered 2026,Rubén Blades,Doble Filo (Remastered 2026),0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,10,152,609,2.62,517567,18908,3.65
7mvgoSoN2klG8M68WZLrYq,No Quería Engañarte,Víctor Manuelle,Que Suenen los Tambores,0,Salsa,Spotify,0.727,0.881,6,-5.409,1,0.034,0.11,0.00354,0.158,0.897,192.3,231415,10,185,741,2.49,84969196,2697270,3.17
45nyOQWvhjn9bfAoTIKCuJ,Dile A Ella,Víctor Manuelle,Exitos de Victor Manuelle,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,11,194,779,2.47,300323846,5334561,1.78
5nmLj87o23HJrI7GgqXXUw,Tengo Ganas,Víctor Manuelle,Travesia,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,12,146,587,2.5,7999878,304604,3.81
236qXqcmitHCZ3SHoGZN8g,He Tratado,Víctor Manuelle,Exitos de Victor Manuelle,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,10,149,596,2.49,300095245,13405134,4.47
4ZVgDysve5dcNK6TX84t8e,Apiádate de Mi,Víctor Manuelle,Exitos de Victor Manuelle,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,11,152,609,2.6,500551,10020,2.0
3dUOVExxPh0nmE6DtYVWIE,Amores Como el Nuestro,Jerry Rivera,Cuenta Conmigo,0,Salsa,Spotify,0.789,0.816,11,-4.207,0,0.04,0.068,0.00878,0.164,0.722,189.3,246944,11,194,779,2.89,8244570,190473,2.31
68runhwF0SdEN1DFSadXWk,Anhelo,Adolescent's Orquesta,Reclamando Nuestro Espacio,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,10,146,587,2.85,85061539,2052089,2.41
2ozSogNm6z9G2Uv6a9iji4,Te Va A Doler,Maelo Ruiz,En Tiempo De Amor,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,10,149,596,2.88,7975349,141385,1.77
0sljB20lnodRcHT2il1m3J,Caricias Prohibidas,Viti Ruiz,Sedúceme,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,10,152,609,2.65,450896,7699,1.71
7LMuasDvRrwulpdKMyukDl,Historia sin fin,Banda Machos,Historia sin fin,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,13,204,819,3.45,2098436,45107,2.15
2EiI77Zus1qAINPOxFTcyK,Un indio quiere llorar,Banda Machos,Sentimientos,0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,9,217,869,3.56,60255978,1594697,2.65
6bJlR3XVNgAOIkKdiKkZz4,La culebra,Banda Machos,25 Bandazos de Machos (Vol. 1) [USA],0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,9,259,1038,3.67,2092312,44551,2.13
5FFtF4qfE1fHDDp5EMe7Et,"Mi luna, mi estrella",Banda Machos,Los machos también lloran,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,12,220,881,3.62,2160338,48371,2.24
6sr4ax5EHAsAxC4jjEaZJ0,Me llamo Raquel,Banda Machos,La Reunión,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,10,254,1018,3.43,64279,1493,2.32
78co7RoLUD80KC22tCq6of,Eva Maria,Banda Maguey,La Estrella De Los Bailes,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,11,204,819,3.32,15017384,359935,2.4
0S3fsClMI9T26hpfwBdRqA,Tu Eterno Enamorado,Banda Maguey,Tu Eterno Enamorado,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,10,259,1038,3.74,15439642,325129,2.11
75bSNJJHThCGfQRGxXPMTZ,Si Tu No Estas,Banda Maguey,La Estrella De Los Bailes,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,10,220,881,3.48,60256196,918891,1.52
5BYaWUOhgcszqQ9plS6VYL,Tu Eterno Enamorado,Banda Maguey,Tu Eterno Enamorado,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,12,254,1018,3.72,15439642,325129,2.11
58gbs8nQ1b5okqg9jXON4x,Ramito De Violetas,Mi Banda El Mexicano,Su Majestad Mi Banda El Mexicano Con Ustedes...,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,10,204,819,3.5,348200,10331,2.97
2vyfYYA0JncCcrTQbAA9Q5,La Chela,Mi Banda El Mexicano,Su Majestad Mi Banda El Mexicano Con Ustedes...,0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,9,217,869,3.34,15278734,505962,3.31
28If7KaffAjwCsKfQDmScA,No Bailes De Caballito,Mi Banda El Mexicano,A Bailar... De Caballito!!,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,13,259,1038,3.68,2386881,80314,3.36
2sWBABI42O6dzqQKXk10jo,Feliz Feliz,Mi Banda El Mexicano,Su Majestad Mi Banda El Mexicano Con Ustedes...,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,10,220,881,3.5,467838,8411,1.8
2m3Fqmw1mfs39KklPmjq79,Por Mi México (Remix),Lefty Sm,Por Mi México (Remix),0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,9,254,1018,3.66,60036850,1254222,2.09
0JFOXqd9N6RlMaAFlaaqFw,Voy a Pintar Mi Raya,Banda Arkangel R-15,Tesoros De Coleccion,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,13,204,819,3.5,15446661,508713,3.29
2lhTouzgbJAu5ByMLMx73E,La 4 X 4,Banda Arkangel R-15,Tesoros De Coleccion,0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,13,217,869,3.71,2330711,41234,1.77
0GCbv2fYRTV4eCtNswjD8f,A La Luz Del Dia,Banda Arkangel R-15,Mujeres Livianas,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,9,259,1038,3.69,2178118,50098,2.3
0AhrguZp4czhW89ZmYVvWS,Las Gargolas,Alex Gargolas,Las Gargolas,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,13,220,881,3.3,346469,8928,2.58
18optKwR6sqin1p2pX6RaH,El Hijo Del Señor,Junior H,Mi Vida En Un Cigarro 2,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,10,254,1018,3.63,285454,7636,2.68
5OwFcVt4icprLmc5bO9ruK,La nena,Banda Pequeños Musical,25 Bandazos de Pequeños Musical (Vol. 1) [USA],0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,10,204,819,3.7,2116490,47275,2.23
0QQROQYcXIlFobzckwOdBx,Un loco solitario,Banda Pequeños Musical,Tenis Mágicos,0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,10,217,869,3.46,2496164,78051,3.13
3jq17jcifw4s9ORbLxr4iJ,Reencuentro,Banda Pequeños Musical,Reencuentro,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,13,259,1038,3.51,15149225,252071,1.66
2yHKjT0dQOZJQlyIATUXit,Me equivoqué,Banda Pequeños Musical,25 Bandazos de Pequeños Musical (Vol. 1) [USA],0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,11,220,881,3.31,1971708,66836,3.39
4nrNEbfKx82rBT4c3tBTJd,La Noche Que Murio Chicago,Banda Toro,La Noche Que Murio Chicago,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,11,204,819,3.57,15439278,415056,2.69
7wj9uIM1WvyOPUxFmEcvpY,La Ruca No Era Ruca,Banda Toro,La Noche Que Murio Chicago,0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,12,217,869,3.21,359919,7190,2.0
1dpnYgl9aEzpaGL4uqm41B,La Lección,Banda Toro,La Noche Que Murio Chicago,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,13,259,1038,3.51,2494983,34009,1.36
2ykpZL5SZaefPAyUolKayB,La Noche Que Murio Chicago,Banda Toro,La Noche Que Murio Chicago,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,10,220,881,3.4,15439278,415056,2.69
4IMnHiK4j5yY0XWC9XmOcz,El Toro Mambo,Banda La Jaripera,Banda La Jaripera Vol.1,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,13,254,1018,3.42,15212328,321186,2.11
2nbq7IAJfYK9fuw5g2ePv3,La niña fresa,Banda Zeta,Fiesta Mexicana Con La Banda,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,12,204,819,3.43,2243495,77649,3.46
3awoHuOrcCKZTKQj0ICkLf,"Presumidas, S.a.",Banda Zeta,"Presumidas, S.a.",0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,12,217,869,3.75,60112162,879083,1.46
7aGYG6w2hMxiJXot3LZVTS,Hotel California,Banda Zeta,Jacarandosa,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,10,259,1038,3.73,2223004,66820,3.01
35UoR8RpKtdvI2TUFVeKmU,Zapatos De Bailador,Banda Zeta,Jacarandosa,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,13,220,881,3.46,2011938,54563,2.71
3sgHiiSR5V8V97FiQtne0u,La Niña Fresa,Banda Zeta,Jacarandosa,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,11,254,1018,3.75,2243495,77649,3.46
4MeagrXRJb7XjSE8FK0n75,Si Tu Boquita Fuera,Banda R-15,15 Grandes Exitos,0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,10,217,869,3.74,2246821,37943,1.69
5CZv6S7TGfadwOYIfDuTM9,15 A Galope,Banda R-15,La Pavorosa R-15,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,11,259,1038,3.22,15083416,522309,3.46
34eVjAbZ5CzAtZIVMDHL1C,El Karma,Ariel Camacho y Los Plebes Del Rancho,El Karma (Deluxe Version),0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,13,220,881,3.78,60439147,2051334,3.39
0c27iEtApUClcQ44aZ4BIP,La Tanga,Oro Solido,Internacional,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,12,254,1018,3.55,152469,5237,3.43
6PCx6cIhPQgiPpS75kslme,Las Nachas,Banda Machos,Las Estrellas de la Musica Mexicana (USA),0,Quebradita,Spotify,0.793,0.851,6,-3.828,0,0.032,0.089,0.00727,0.167,0.596,236.5,220558,9,217,869,3.46,60042783,1949857,3.25
59xBqV0g4CBQSpEdzp7fZj,La Mera Mera,Banda Arkangel R-15,La 4 x 4,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,10,259,1038,3.38,59971936,1058177,1.76
0hyWESy54H99d9ho7S0Xnj,Paloma Ajena,La Banda Tecno De Beto Y Juan,Cumbia Con Clase,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,10,220,881,3.48,15228496,314718,2.07
2tS0iNc2QTb3ADhlAydiDa,Techno Cumbia,Selena,Amor Prohibido,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,9,254,1018,3.5,60068127,1996703,3.32
7IIl8ka3mm41AR54a1vSoL,La Quebradita,Los imponentes de tierra Mixteca,La Quebradita,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,13,259,1038,3.43,2279698,49093,2.15
6bcdb4TAFjU8QbNnPUYfRK,Quebraditas Mix,Banda Emperador Azteca,Quebraditas Mix,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,12,220,881,3.37,60474980,2004211,3.31
4E7YNkZ6YVNrb663DZvnUq,Quiébrala,Banda Movil,Péinate Y Vámonos,0,Quebradita,Spotify,0.766,0.853,0,-5.171,1,0.059,0.012,0.00709,0.118,0.642,226.0,217475,12,204,819,3.63,14996771,272214,1.82
72gWYoN7Wta4spLHOCI6Sd,Misa De Cuerpo Presente,Banda Movil,Misa De Cuerpo Presente,0,Quebradita,Spotify,0.706,0.938,9,-5.198,1,0.056,0.069,0.00601,0.215,0.733,256.3,243097,13,259,1038,3.66,15211670,372357,2.45
2iYIFcJsRJqve6j2YKJ91e,Chiquilla Cariñosa,Banda Movil,Ahy Te Va Kora,0,Quebradita,Spotify,0.664,0.889,7,-6.269,1,0.052,0.021,0.00732,0.095,0.818,253.3,208744,9,220,881,3.51,102870,1411,1.37
6WCNhbvFV2YunnE7kfSdnX,Misa De Cuerpo Presente,Banda Movil,Corridos Exclusivos... Sólo Corridos,0,Quebradita,Spotify,0.74,0.963,8,-5.523,0,0.05,0.018,0.00821,0.097,0.684,257.8,237062,11,254,1018,3.6,15211670,372357,2.45
sc_4257290114681759663,Bachata Sensual Remix - Dj Club Mix Vol 1,DJ Bachata Master,SoundCloud Release / Bootleg,79,Bachata,SoundCloud,0.797,0.693,1,-3.822,1,0.11,0.063,0.01348,0.234,0.837,119.6,255701,9,127,509,1.77,120114777,3545409,2.95
sc_4257290114681759664,Bachata Sensual Remix - Dj Club Mix Vol 2,DJ Bachata Master,SoundCloud Release / Bootleg,73,Bachata,SoundCloud,0.825,0.651,7,-4.229,1,0.063,0.241,0.04566,0.251,0.755,123.2,235667,8,120,483,2.14,120402623,2980240,2.48
sc_4257290114681759665,Bachata Sensual Remix - Dj Club Mix Vol 3,DJ Bachata Master,SoundCloud Release / Bootleg,80,Bachata,SoundCloud,0.838,0.688,1,-4.046,1,0.098,0.088,0.03001,0.293,0.805,125.4,277468,8,144,579,2.14,450192192,10776390,2.39
sc_4257290114681759666,Bachata Sensual Remix - Dj Club Mix Vol 4,DJ Bachata Master,SoundCloud Release / Bootleg,68,Bachata,SoundCloud,0.789,0.704,8,-4.669,0,0.051,0.083,0.0468,0.264,0.857,123.1,309078,8,158,634,1.92,119997963,2643873,2.2
sc_4257290114681759667,Bachata Sensual Remix - Dj Club Mix Vol 5,DJ Bachata Master,SoundCloud Release / Bootleg,66,Bachata,SoundCloud,0.877,0.766,6,-4.705,1,0.111,0.197,0.01198,0.144,0.66,124.0,270300,6,139,558,2.26,14995161,270617,1.8
sc_4257290114681759668,Bachata Sensual Remix - Dj Club Mix Vol 6,DJ Bachata Master,SoundCloud Release / Bootleg,79,Bachata,SoundCloud,0.842,0.611,6,-3.964,1,0.082,0.182,0.01714,0.325,0.808,119.8,308443,7,153,615,2.08,120207885,4358292,3.63
sc_4257290114681759669,Bachata Sensual Remix - Dj Club Mix Vol 7,DJ Bachata Master,SoundCloud Release / Bootleg,78,Bachata,SoundCloud,0.821,0.739,10,-3.6,1,0.076,0.108,0.03329,0.252,0.694,119.8,356605,6,178,712,1.79,15467553,470918,3.04
sc_4257290114681759670,Bachata Sensual Remix - Dj Club Mix Vol 8,DJ Bachata Master,SoundCloud Release / Bootleg,80,Bachata,SoundCloud,0.798,0.715,0,-4.889,0,0.116,0.114,0.01339,0.319,0.748,123.6,334365,7,172,688,1.83,120374255,2163771,1.8
sc_4257290114681759671,Bachata Sensual Remix - Dj Club Mix Vol 9,DJ Bachata Master,SoundCloud Release / Bootleg,76,Bachata,SoundCloud,0.849,0.611,4,-3.761,0,0.089,0.023,0.01911,0.276,0.892,120.1,245368,9,122,491,1.83,923341,31533,3.42
sc_4257290114681759672,Bachata Sensual Remix - Dj Club Mix Vol 10,DJ Bachata Master,SoundCloud Release / Bootleg,69,Bachata,SoundCloud,0.796,0.725,2,-5.485,1,0.067,0.079,0.00478,0.202,0.716,124.2,315834,8,163,653,1.64,119986789,3658843,3.05
sc_990644751567446305,Bachata Dominicana Clasica - Dj Club Mix Vol 1,DJ Bachata Master,SoundCloud Release / Bootleg,76,Bachata,SoundCloud,0.734,0.713,2,-3.666,0,0.057,0.051,0.04542,0.136,0.624,127.4,234411,7,124,497,1.82,120424478,4670962,3.88
sc_990644751567446306,Bachata Dominicana Clasica - Dj Club Mix Vol 2,DJ Bachata Master,SoundCloud Release / Bootleg,78,Bachata,SoundCloud,0.768,0.592,4,-5.368,1,0.119,0.05,0.01102,0.239,0.746,122.4,264491,6,134,539,1.88,610185,14085,2.31
sc_990644751567446307,Bachata Dominicana Clasica - Dj Club Mix Vol 3,DJ Bachata Master,SoundCloud Release / Bootleg,66,Bachata,SoundCloud,0.799,0.636,1,-4.312,1,0.118,0.062,0.01211,0.279,0.723,126.6,359949,9,189,759,2.07,120233505,4119937,3.43
sc_990644751567446308,Bachata Dominicana Clasica - Dj Club Mix Vol 4,DJ Bachata Master,SoundCloud Release / Bootleg,80,Bachata,SoundCloud,0.804,0.671,3,-5.293,0,0.09,0.048,0.03903,0.294,0.684,128.2,302342,9,161,646,1.77,120162629,2991467,2.49
